орон+pos+N+deriv+nmlz+num+sg+case+nom	ором^мул
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+nom+poss+1sg	орон^суй^уу^м
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+nom+poss+3sg	орон^суй^уу^та
орон+pos+N+deriv+vblz4+pos+V	орон^туй
орон+pos+N+deriv+vblz4+pos+V+deriv+attd+tense+pres+num+sg+pers+3	орон^туй^аахд^ыыр
орон+pos+N+deriv+vblz4+pos+V+deriv+attd	орон^туй^аахтаа
орон+pos+N+deriv+vblz4+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+1	орон^туй^аахтаа^бап^пыт
орон+pos+N+deriv+vblz4+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+1	орон^туй^аахтаа^бап^пын
орон+pos+N+deriv+vblz4+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+2	орон^туй^аахтаа^бак^кыт
орон+pos+N+deriv+vblz4+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+2	орон^туй^аахтаа^бак^кын
орон+pos+N+deriv+vblz4+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+3	орон^туй^аахтаа^бат
орон+pos+N+deriv+vblz4+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+3	орон^туй^аахтаа^бат^тар
орон+pos+N+deriv+vblz4+pos+V+deriv+attd+tense+pres+num+pl+pers+1	орон^туй^аахтаа^ыы^быт
орон+pos+N+deriv+vblz4+pos+V+deriv+attd+tense+pres+num+sg+pers+1	орон^туй^аахтаа^ыы^бын
орон+pos+N+deriv+vblz4+pos+V+deriv+attd+tense+pres+num+pl+pers+2	орон^туй^аахтаа^ыы^гыт
орон+pos+N+deriv+vblz4+pos+V+deriv+attd+tense+pres+num+sg+pers+2	орон^туй^аахтаа^ыы^гын
орон+pos+N+deriv+vblz4+pos+V+deriv+attd+tense+pres+num+pl+pers+3	орон^туй^аахтаа^ыыл^лар
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+sg+case+nom	орон^туй^ааччу
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+pl+case+nom	орон^туй^ааччу^лар
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+pl+case+dat	орон^туй^ааччу^лар^га
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+pl+case+acc	орон^туй^ааччу^лар^ы
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+pl+case+ins	орон^туй^ааччу^лар^ынан
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2pl	орон^туй^ааччу^лар^гыт
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1pl	орон^туй^ааччу^лар^быт
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3sg	орон^туй^ааччу^лар^а
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2sg	орон^туй^ааччу^лар^ыҥ
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1sg	орон^туй^ааччу^лар^ым
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+pl+case+com	орон^туй^ааччу^лар^дыын
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+pl+case+cmpr	орон^туй^ааччу^лар^дааҕар
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+pl+case+part	орон^туй^ааччу^лар^да
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+pl+case+abl	орон^туй^ааччу^лар^дан
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3pl	орон^туй^ааччу^лара
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+sg+case+com	орон^туй^ааччу^луун
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+sg+case+ins	орон^туй^ааччу^нан
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+sg+case+acc	орон^туй^ааччу^ну
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+sg+case+dat	орон^туй^ааччу^га
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+sg+case+abl	орон^туй^ааччу^ттан
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+sg+case+cmpr	орон^туй^ааччу^тааҕар
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+sg+case+part	орон^туй^ааччу^та
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3pl	орон^туй^ааччу^лара
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2pl	орон^туй^ааччу^гут
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1pl	орон^туй^ааччу^бут
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2sg	орон^туй^ааччу^ҥ
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1sg	орон^туй^ааччу^м
орон+pos+N+deriv+vblz4+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3sg	орон^туй^ааччу^та
орон+pos+N+deriv+vblz4+pos+V+tense+pres+polarity+neg+num+pl+pers+1	орон^туй^бап^пыт
орон+pos+N+deriv+vblz4+pos+V+tense+pres+polarity+neg+num+sg+pers+1	орон^туй^бап^пын
орон+pos+N+deriv+vblz4+pos+V+tense+pres+polarity+neg+num+pl+pers+2	орон^туй^бак^кыт
орон+pos+N+deriv+vblz4+pos+V+tense+pres+polarity+neg+num+sg+pers+2	орон^туй^бак^кын
орон+pos+N+deriv+vblz4+pos+V+tense+pres+polarity+neg+num+sg+pers+3	орон^туй^бат
орон+pos+N+deriv+vblz4+pos+V+tense+pres+polarity+neg+num+pl+pers+3	орон^туй^бат^тар
орон+pos+N+deriv+vblz4+pos+V+tense+pres+num+pl+pers+3	орон^туй^ал^лар
орон+pos+N+deriv+vblz4+pos+V+tense+pres+num+pl+pers+1	орон^туй^а^быт
орон+pos+N+deriv+vblz4+pos+V+tense+pres+num+sg+pers+1	орон^туй^а^бын
орон+pos+N+deriv+vblz4+pos+V+tense+pres+num+pl+pers+2	орон^туй^а^ҕыт
орон+pos+N+deriv+vblz4+pos+V+tense+pres+num+sg+pers+2	орон^туй^а^ҕын
орон+pos+N+deriv+vblz4+pos+V+tense+pres+num+sg+pers+3	орон^туй^ар
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+sg+case+nom+poss+1pl	орон^туй^дьум^мут
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+sg+case+nom	орон^туй^дьун
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+sg+case+com	орон^туй^дьун^нуун
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+sg+case+dat	орон^туй^дьун^га
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+sg+case+cmpr	орон^туй^дьун^тааҕар
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+sg+case+part	орон^туй^дьун^та
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+sg+case+abl	орон^туй^дьун^тан
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+sg+case+nom+poss+2pl	орон^туй^дьун^гут
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+sg+case+nom+poss+3sg	орон^туй^дьун^а
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+sg+case+nom+poss+3pl	орон^туй^дьун^нара
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+sg+case+nom+poss+2sg	орон^туй^дьун^уҥ
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+sg+case+nom+poss+1sg	орон^туй^дьун^ум
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+sg+case+acc	орон^туй^дьун^у
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+sg+case+ins	орон^туй^дьун^унан
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+pl+case+nom	орон^туй^дьун^нар
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+pl+case+dat	орон^туй^дьун^нар^га
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+pl+case+acc	орон^туй^дьун^нар^ы
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+pl+case+ins	орон^туй^дьун^нар^ынан
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+pl+case+nom+poss+2pl	орон^туй^дьун^нар^гыт
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+pl+case+nom+poss+1pl	орон^туй^дьун^нар^быт
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+pl+case+nom+poss+3sg	орон^туй^дьун^нар^а
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+pl+case+nom+poss+2sg	орон^туй^дьун^нар^ыҥ
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+pl+case+nom+poss+1sg	орон^туй^дьун^нар^ым
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+pl+case+com	орон^туй^дьун^нар^дыын
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+pl+case+cmpr	орон^туй^дьун^нар^дааҕар
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+pl+case+part	орон^туй^дьун^нар^да
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+pl+case+abl	орон^туй^дьун^нар^дан
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb2+num+pl+case+nom+poss+3pl	орон^туй^дьун^нара
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+nom	орон^туй^уу
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+pl+case+nom	орон^туй^уу^лар
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+pl+case+dat	орон^туй^уу^лар^га
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+pl+case+acc	орон^туй^уу^лар^ы
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+pl+case+ins	орон^туй^уу^лар^ынан
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+pl+case+nom+poss+2pl	орон^туй^уу^лар^гыт
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+pl+case+nom+poss+1pl	орон^туй^уу^лар^быт
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+pl+case+nom+poss+3sg	орон^туй^уу^лар^а
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+pl+case+nom+poss+2sg	орон^туй^уу^лар^ыҥ
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+pl+case+nom+poss+1sg	орон^туй^уу^лар^ым
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+pl+case+com	орон^туй^уу^лар^дыын
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+pl+case+cmpr	орон^туй^уу^лар^дааҕар
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+pl+case+part	орон^туй^уу^лар^да
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+pl+case+abl	орон^туй^уу^лар^дан
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+pl+case+nom+poss+3pl	орон^туй^уу^лара
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+com	орон^туй^уу^луун
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+ins	орон^туй^уу^нан
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+acc	орон^туй^уу^ну
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+dat	орон^туй^уу^га
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+abl	орон^туй^уу^ттан
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+cmpr	орон^туй^уу^тааҕар
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+part	орон^туй^уу^та
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+nom+poss+3pl	орон^туй^уу^лара
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+nom+poss+2pl	орон^туй^уу^гут
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+nom+poss+1pl	орон^туй^уу^бут
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+nom+poss+2sg	орон^туй^уу^ҥ
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+nom+poss+1sg	орон^туй^уу^м
орон+pos+N+deriv+vblz4+pos+V+deriv+dvb+num+sg+case+nom+poss+3sg	орон^туй^уу^та
орон+pos+N+deriv+vblz3+pos+V	орон^.drv.vblz3.ур
орон+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+3	орон^.drv.vblz3.ур^аахд^ыыр
орон+pos+N+deriv+vblz3+pos+V+deriv+attd	орон^.drv.vblz3.ур^аахтаа
орон+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+1	орон^.drv.vblz3.ур^аахтаа^бап^пыт
орон+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+1	орон^.drv.vblz3.ур^аахтаа^бап^пын
орон+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+2	орон^.drv.vblz3.ур^аахтаа^бак^кыт
орон+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+2	орон^.drv.vblz3.ур^аахтаа^бак^кын
орон+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+3	орон^.drv.vblz3.ур^аахтаа^бат
орон+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+3	орон^.drv.vblz3.ур^аахтаа^бат^тар
орон+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+1	орон^.drv.vblz3.ур^аахтаа^ыы^быт
орон+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+1	орон^.drv.vblz3.ур^аахтаа^ыы^бын
орон+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+2	орон^.drv.vblz3.ур^аахтаа^ыы^гыт
орон+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+2	орон^.drv.vblz3.ур^аахтаа^ыы^гын
орон+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+3	орон^.drv.vblz3.ур^аахтаа^ыыл^лар
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom	орон^.drv.vblz3.ур^ааччу
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom	орон^.drv.vblz3.ур^ааччу^лар
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+dat	орон^.drv.vblz3.ур^ааччу^лар^га
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+acc	орон^.drv.vblz3.ур^ааччу^лар^ы
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+ins	орон^.drv.vblz3.ур^ааччу^лар^ынан
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2pl	орон^.drv.vblz3.ур^ааччу^лар^гыт
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1pl	орон^.drv.vblz3.ур^ааччу^лар^быт
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3sg	орон^.drv.vblz3.ур^ааччу^лар^а
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2sg	орон^.drv.vblz3.ур^ааччу^лар^ыҥ
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1sg	орон^.drv.vblz3.ур^ааччу^лар^ым
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+com	орон^.drv.vblz3.ур^ааччу^лар^дыын
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+cmpr	орон^.drv.vblz3.ур^ааччу^лар^дааҕар
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+part	орон^.drv.vblz3.ур^ааччу^лар^да
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+abl	орон^.drv.vblz3.ур^ааччу^лар^дан
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3pl	орон^.drv.vblz3.ур^ааччу^лара
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+com	орон^.drv.vblz3.ур^ааччу^луун
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+ins	орон^.drv.vblz3.ур^ааччу^нан
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+acc	орон^.drv.vblz3.ур^ааччу^ну
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+dat	орон^.drv.vblz3.ур^ааччу^га
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+abl	орон^.drv.vblz3.ур^ааччу^ттан
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+cmpr	орон^.drv.vblz3.ур^ааччу^тааҕар
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+part	орон^.drv.vblz3.ур^ааччу^та
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3pl	орон^.drv.vblz3.ур^ааччу^лара
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2pl	орон^.drv.vblz3.ур^ааччу^гут
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1pl	орон^.drv.vblz3.ур^ааччу^бут
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2sg	орон^.drv.vblz3.ур^ааччу^ҥ
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1sg	орон^.drv.vblz3.ур^ааччу^м
орон+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3sg	орон^.drv.vblz3.ур^ааччу^та
орон+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+pl+pers+1	орон^.drv.vblz3.ур^бап^пыт
орон+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+sg+pers+1	орон^.drv.vblz3.ур^бап^пын
орон+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+pl+pers+2	орон^.drv.vblz3.ур^бак^кыт
орон+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+sg+pers+2	орон^.drv.vblz3.ур^бак^кын
орон+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+sg+pers+3	орон^.drv.vblz3.ур^бат
орон+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+pl+pers+3	орон^.drv.vblz3.ур^бат^тар
орон+pos+N+deriv+vblz3+pos+V+tense+pres+num+pl+pers+3	орон^.drv.vblz3.ур^ал^лар
орон+pos+N+deriv+vblz3+pos+V+tense+pres+num+pl+pers+1	орон^.drv.vblz3.ур^а^быт
орон+pos+N+deriv+vblz3+pos+V+tense+pres+num+sg+pers+1	орон^.drv.vblz3.ур^а^бын
орон+pos+N+deriv+vblz3+pos+V+tense+pres+num+pl+pers+2	орон^.drv.vblz3.ур^а^ҕыт
орон+pos+N+deriv+vblz3+pos+V+tense+pres+num+sg+pers+2	орон^.drv.vblz3.ур^а^ҕын
орон+pos+N+deriv+vblz3+pos+V+tense+pres+num+sg+pers+3	орон^.drv.vblz3.ур^ар
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+1pl	орон^.drv.vblz3.ур^дьум^мут
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom	орон^.drv.vblz3.ур^дьун
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+com	орон^.drv.vblz3.ур^дьун^нуун
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+dat	орон^.drv.vblz3.ур^дьун^га
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+cmpr	орон^.drv.vblz3.ур^дьун^тааҕар
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+part	орон^.drv.vblz3.ур^дьун^та
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+abl	орон^.drv.vblz3.ур^дьун^тан
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+2pl	орон^.drv.vblz3.ур^дьун^гут
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+3sg	орон^.drv.vblz3.ур^дьун^а
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+3pl	орон^.drv.vblz3.ур^дьун^нара
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+2sg	орон^.drv.vblz3.ур^дьун^уҥ
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+1sg	орон^.drv.vblz3.ур^дьун^ум
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+acc	орон^.drv.vblz3.ур^дьун^у
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+ins	орон^.drv.vblz3.ур^дьун^унан
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom	орон^.drv.vblz3.ур^дьун^нар
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+dat	орон^.drv.vblz3.ур^дьун^нар^га
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+acc	орон^.drv.vblz3.ур^дьун^нар^ы
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+ins	орон^.drv.vblz3.ур^дьун^нар^ынан
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+2pl	орон^.drv.vblz3.ур^дьун^нар^гыт
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+1pl	орон^.drv.vblz3.ур^дьун^нар^быт
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+3sg	орон^.drv.vblz3.ур^дьун^нар^а
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+2sg	орон^.drv.vblz3.ур^дьун^нар^ыҥ
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+1sg	орон^.drv.vblz3.ур^дьун^нар^ым
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+com	орон^.drv.vblz3.ур^дьун^нар^дыын
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+cmpr	орон^.drv.vblz3.ур^дьун^нар^дааҕар
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+part	орон^.drv.vblz3.ур^дьун^нар^да
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+abl	орон^.drv.vblz3.ур^дьун^нар^дан
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+3pl	орон^.drv.vblz3.ур^дьун^нара
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom	орон^.drv.vblz3.ур^уу
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom	орон^.drv.vblz3.ур^уу^лар
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+dat	орон^.drv.vblz3.ур^уу^лар^га
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+acc	орон^.drv.vblz3.ур^уу^лар^ы
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+ins	орон^.drv.vblz3.ур^уу^лар^ынан
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+2pl	орон^.drv.vblz3.ур^уу^лар^гыт
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+1pl	орон^.drv.vblz3.ур^уу^лар^быт
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+3sg	орон^.drv.vblz3.ур^уу^лар^а
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+2sg	орон^.drv.vblz3.ур^уу^лар^ыҥ
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+1sg	орон^.drv.vblz3.ур^уу^лар^ым
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+com	орон^.drv.vblz3.ур^уу^лар^дыын
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+cmpr	орон^.drv.vblz3.ур^уу^лар^дааҕар
орон+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+part	орон^.drv.vblz3.ур^уу^лар^да
